unit,time_step,operational_setting_1,operational_setting_2,operational_setting_3,Sensor_0,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13,Sensor_14,Sensor_15,Sensor_16,Sensor_17,Sensor_18,Sensor_19,Sensor_20,Health_state,Operational_condition
24815,118,90,10.0049,0.2515,20.0,489.05,605.24,1502.48,1311.9,10.52,15.5,395.28,2318.98,8764.32,1.26,45.43,371.05,2388.19,8121.94,8.678,0.03,369,2319,100.0,28.49,17.0776,3,1
24827,118,102,9.9985,0.25,20.0,489.05,605.67,1511.59,1312.98,10.52,15.49,393.61,2319.08,8766.92,1.26,45.64,371.25,2388.22,8122.55,8.6965,0.03,370,2319,100.0,28.47,17.0886,3,1
24832,118,107,10.0062,0.2502,20.0,489.05,605.27,1503.73,1320.67,10.52,15.5,394.67,2319.04,8777.26,1.26,45.66,371.45,2388.24,8123.29,8.7154,0.03,369,2319,100.0,28.5,17.0182,3,1
24844,118,119,10.0023,0.2506,20.0,489.05,604.79,1503.18,1315.56,10.52,15.49,393.61,2318.97,8782.65,1.26,45.49,371.25,2388.24,8120.74,8.7269,0.03,369,2319,100.0,28.61,17.0255,3,1
24846,118,121,10.0036,0.2517,20.0,489.05,605.25,1507.55,1315.45,10.52,15.5,393.84,2319.04,8780.84,1.26,45.67,370.83,2388.22,8126.14,8.7129,0.03,371,2319,100.0,28.4,17.0772,3,1
24851,118,126,10.0031,0.2511,20.0,489.05,605.39,1503.43,1317.63,10.52,15.5,393.83,2318.98,8776.19,1.26,45.67,371.44,2388.2,8128.36,8.6936,0.03,370,2319,100.0,28.44,17.0744,3,1
24854,118,129,9.9983,0.25,20.0,489.05,604.92,1500.5,1315.32,10.52,15.5,393.97,2319.01,8783.04,1.26,45.52,371.0,2388.2,8127.53,8.7066,0.03,370,2319,100.0,28.49,16.9883,3,1
24868,118,143,10.0004,0.25,20.0,489.05,605.71,1509.49,1317.2,10.52,15.5,393.39,2319.02,8777.05,1.26,45.87,370.45,2388.29,8127.11,8.6892,0.03,371,2319,100.0,28.34,17.0289,4,1
24878,118,153,10.004,0.25,20.0,489.05,605.41,1511.99,1322.69,10.52,15.5,392.92,2319.07,8782.75,1.26,45.83,370.42,2388.36,8133.75,8.6788,0.03,373,2319,100.0,28.34,17.1149,4,1
24880,118,155,9.9994,0.2501,20.0,489.05,606.08,1508.54,1322.72,10.52,15.5,394.56,2319.07,8790.27,1.26,45.9,370.61,2388.25,8137.65,8.7188,0.03,371,2319,100.0,28.28,17.1113,4,1
24884,118,159,9.9982,0.25,20.0,489.05,605.02,1507.41,1323.33,10.52,15.5,393.82,2319.1,8799.4,1.26,45.7,370.34,2388.31,8134.8,8.7045,0.03,372,2319,100.0,28.4,17.042,4,1
24889,118,164,10.0029,0.2517,20.0,489.05,604.88,1515.49,1327.84,10.52,15.5,393.23,2319.06,8794.2,1.26,45.74,370.27,2388.26,8144.36,8.725,0.03,372,2319,100.0,28.47,16.9924,4,1
24895,118,170,10.0004,0.2517,20.0,489.05,605.65,1508.38,1326.0,10.52,15.5,392.86,2319.08,8799.57,1.26,45.93,370.5,2388.38,8144.14,8.6998,0.03,372,2319,100.0,28.19,16.9648,4,1
24897,118,172,10.0026,0.25,20.0,489.05,605.49,1519.12,1333.62,10.52,15.5,393.48,2319.08,8806.02,1.26,46.03,370.39,2388.38,8145.01,8.7344,0.03,371,2319,100.0,28.28,17.0718,4,1
24928,119,15,9.9985,0.25,20.0,489.05,604.73,1499.51,1307.62,10.52,15.49,394.04,2318.95,8777.57,1.26,45.39,371.73,2388.2,8124.01,8.6338,0.03,370,2319,100.0,28.63,17.2841,1,1
24953,119,40,10.0073,0.25,20.0,489.05,604.58,1496.83,1306.12,10.52,15.49,394.92,2318.89,8767.37,1.26,45.56,371.7,2388.16,8128.47,8.6757,0.03,369,2319,100.0,28.56,17.1604,1,1
24957,119,44,10.0022,0.25,20.0,489.05,605.2,1498.37,1309.79,10.52,15.5,394.02,2318.95,8775.58,1.26,45.32,371.02,2388.04,8123.55,8.6493,0.03,370,2319,100.0,28.53,17.0356,2,1
24959,119,46,10.0008,0.2511,20.0,489.05,604.71,1501.98,1313.45,10.52,15.5,394.87,2318.92,8771.06,1.26,45.29,371.21,2388.16,8122.96,8.6738,0.03,370,2319,100.0,28.53,17.0985,2,1
24968,119,55,10.001,0.2505,20.0,489.05,604.71,1504.61,1309.37,10.52,15.49,394.23,2318.91,8775.78,1.26,45.29,371.8,2388.17,8126.58,8.6328,0.03,371,2319,100.0,28.46,17.1127,2,1
24977,119,64,10.0005,0.2513,20.0,489.05,604.49,1495.88,1308.91,10.52,15.49,394.32,2319.0,8777.27,1.26,45.36,371.15,2388.19,8128.02,8.6815,0.03,370,2319,100.0,28.48,17.2139,2,1
24985,119,72,10.0068,0.2511,20.0,489.05,604.52,1495.56,1306.57,10.52,15.49,394.55,2318.92,8775.8,1.26,45.53,371.02,2388.17,8122.26,8.683,0.03,371,2319,100.0,28.47,17.1932,2,1
24986,119,73,10.0074,0.25,20.0,489.05,604.61,1492.3,1312.24,10.52,15.49,394.45,2318.91,8768.81,1.26,45.52,371.37,2388.14,8123.13,8.6573,0.03,369,2319,100.0,28.57,17.2269,2,1
24992,119,79,10.0062,0.25,20.0,489.05,605.04,1502.75,1314.95,10.52,15.49,393.79,2318.91,8777.17,1.26,45.42,371.61,2388.15,8124.17,8.6899,0.03,370,2319,100.0,28.5,17.203,2,1
24998,119,85,10.0058,0.25,20.0,489.05,604.37,1500.75,1302.72,10.52,15.49,394.68,2318.89,8777.87,1.26,45.54,371.25,2388.18,8124.39,8.6727,0.03,370,2319,100.0,28.61,17.1527,2,1
24999,119,86,10.0002,0.25,20.0,489.05,604.81,1496.28,1315.43,10.52,15.49,395.1,2319.01,8776.38,1.26,45.5,371.82,2388.13,8123.86,8.6867,0.03,369,2319,100.0,28.61,17.1237,2,1
25001,119,88,10.0033,0.25,20.0,489.05,604.93,1500.09,1315.21,10.52,15.49,394.01,2318.93,8771.02,1.26,45.42,371.65,2388.15,8126.38,8.6608,0.03,371,2319,100.0,28.68,17.0313,2,1
25002,119,89,10.0056,0.25,20.0,489.05,605.21,1507.01,1307.98,10.52,15.5,394.37,2318.97,8775.89,1.26,45.41,371.91,2388.15,8125.41,8.6741,0.03,370,2319,100.0,28.48,17.1271,2,1
25005,119,92,10.0078,0.2517,20.0,489.05,604.6,1504.3,1308.0,10.52,15.49,394.36,2318.9,8772.97,1.26,45.33,371.42,2388.1,8129.62,8.6606,0.03,370,2319,100.0,28.46,17.1102,2,1
25016,119,103,10.007,0.2512,20.0,489.05,604.4,1489.59,1313.77,10.52,15.49,394.43,2318.97,8769.95,1.26,45.56,371.08,2388.18,8128.69,8.6753,0.03,371,2319,100.0,28.5,17.1644,3,1
25027,119,114,9.9984,0.25,20.0,489.05,604.76,1511.55,1310.08,10.52,15.49,394.54,2319.0,8774.48,1.26,45.61,370.67,2388.17,8130.22,8.6789,0.03,370,2319,100.0,28.4,17.1571,3,1
25035,119,122,10.0038,0.25,20.0,489.05,605.23,1502.87,1317.83,10.52,15.49,394.65,2318.97,8778.23,1.26,45.54,371.64,2388.19,8127.93,8.6555,0.03,369,2319,100.0,28.62,17.0736,3,1
25051,119,138,10.0033,0.25,20.0,489.05,605.09,1506.13,1314.48,10.52,15.5,394.9,2318.99,8771.25,1.26,45.6,371.77,2388.2,8125.76,8.6648,0.03,370,2319,100.0,28.26,16.9449,3,1
25072,119,159,10.0,0.25,20.0,489.05,604.49,1505.54,1313.7,10.52,15.5,393.95,2319.02,8778.94,1.26,45.55,370.53,2388.16,8131.93,8.6921,0.03,370,2319,100.0,28.53,17.1704,3,1
25075,119,162,10.0032,0.2513,20.0,489.05,605.31,1501.79,1313.29,10.52,15.49,394.49,2319.02,8774.99,1.26,45.75,371.69,2388.22,8127.77,8.7058,0.03,369,2319,100.0,28.49,17.1203,3,1
25080,119,167,10.0029,0.2506,20.0,489.05,605.14,1502.62,1310.96,10.52,15.5,394.16,2319.0,8780.83,1.26,45.68,371.23,2388.21,8131.76,8.6467,0.03,370,2319,100.0,28.55,17.0676,3,1
25087,119,174,10.0035,0.2503,20.0,489.05,604.91,1511.45,1318.66,10.52,15.49,393.47,2319.03,8782.57,1.26,45.72,370.94,2388.24,8127.97,8.6786,0.03,371,2319,100.0,28.21,17.0108,3,1
25099,119,186,10.0014,0.25,20.0,489.05,605.15,1511.61,1317.46,10.52,15.5,393.82,2319.02,8780.79,1.26,45.8,370.87,2388.19,8131.89,8.7102,0.03,370,2319,100.0,28.37,17.027,3,1
25100,119,187,9.9984,0.25,20.0,489.05,605.55,1509.44,1316.62,10.52,15.5,394.25,2319.07,8786.72,1.26,45.72,370.67,2388.26,8127.95,8.6697,0.03,371,2319,100.0,28.5,16.9643,3,1
25101,119,188,10.0076,0.25,20.0,489.05,605.1,1499.75,1325.74,10.52,15.5,394.04,2319.05,8779.59,1.26,45.47,371.07,2388.22,8129.8,8.7146,0.03,371,2319,100.0,28.47,17.0464,3,1
25111,119,198,10.0002,0.25,20.0,489.05,605.35,1500.98,1322.25,10.52,15.5,393.67,2319.12,8785.03,1.26,45.87,370.98,2388.32,8134.55,8.6625,0.03,370,2319,100.0,28.6,16.9833,4,1
25121,119,208,9.9993,0.25,20.0,489.05,604.88,1511.31,1323.64,10.52,15.5,393.34,2319.1,8794.0,1.26,45.8,370.21,2388.27,8138.13,8.7192,0.03,370,2319,100.0,28.18,16.9726,4,1
25141,119,228,9.999,0.2519,20.0,489.05,605.44,1505.07,1329.87,10.52,15.5,394.19,2319.14,8790.85,1.26,46.05,370.77,2388.34,8132.62,8.7161,0.03,373,2319,100.0,28.5,17.0358,4,1
25145,119,232,10.0035,0.2504,20.0,489.05,605.81,1515.73,1330.99,10.52,15.5,392.4,2319.12,8792.77,1.26,46.02,370.32,2388.31,8141.4,8.7734,0.03,371,2319,100.0,28.31,16.9241,4,1
25146,119,233,10.0017,0.2519,20.0,489.05,605.83,1500.57,1320.78,10.52,15.5,392.91,2319.18,8792.28,1.26,45.92,370.59,2388.35,8141.53,8.7632,0.03,373,2319,100.0,28.25,16.9907,4,1
25152,119,239,10.0043,0.25,20.0,489.05,606.17,1512.96,1334.37,10.52,15.5,393.41,2319.2,8798.2,1.26,46.09,370.33,2388.4,8140.75,8.7071,0.03,373,2319,100.0,28.22,16.9445,4,1
25155,119,242,10.0049,0.25,20.0,489.05,606.42,1513.72,1329.01,10.52,15.5,392.65,2319.21,8801.23,1.26,46.16,370.12,2388.43,8141.71,8.7541,0.03,373,2319,100.0,28.29,16.9499,4,1
25159,120,4,10.0018,0.25,20.0,489.05,604.27,1500.71,1300.88,10.52,15.49,395.1,2318.84,8795.0,1.26,45.23,371.69,2388.02,8146.12,8.6449,0.03,369,2319,100.0,28.72,17.2588,2,1
25172,120,17,10.0048,0.25,20.0,489.05,604.64,1499.01,1303.25,10.52,15.49,395.76,2318.8,8790.3,1.26,45.06,371.75,2387.99,8139.15,8.6534,0.03,369,2319,100.0,28.59,17.2298,2,1
25178,120,23,10.0076,0.25,20.0,489.05,604.83,1490.6,1308.67,10.52,15.49,395.86,2318.79,8786.74,1.26,45.07,371.57,2388.07,8146.6,8.6221,0.03,368,2319,100.0,28.67,17.131,3,1
25189,120,34,10.006,0.25,20.0,489.05,604.78,1491.1,1298.95,10.52,15.49,395.39,2318.84,8791.35,1.26,45.13,372.07,2388.02,8140.15,8.6789,0.03,368,2319,100.0,28.82,17.2245,3,1
25200,120,45,10.008,0.25,20.0,489.05,604.47,1495.41,1307.38,10.52,15.49,395.12,2318.89,8789.27,1.26,45.15,372.48,2388.02,8137.6,8.6271,0.03,369,2319,100.0,28.63,17.1521,3,1
25229,120,74,10.0059,0.2514,20.0,489.05,604.62,1497.15,1314.59,10.52,15.49,394.12,2318.86,8792.65,1.26,45.22,371.75,2388.13,8143.28,8.5834,0.03,370,2319,100.0,28.58,17.166,3,1
25231,120,76,10.0036,0.2513,20.0,489.05,604.51,1493.81,1304.04,10.52,15.49,395.04,2318.89,8788.28,1.26,45.25,371.8,2388.04,8140.8,8.632,0.03,369,2319,100.0,28.6,17.2234,3,1
25236,120,81,10.0047,0.25,20.0,489.05,604.81,1500.44,1303.11,10.52,15.49,394.47,2318.85,8788.27,1.26,45.42,371.7,2388.07,8142.23,8.6278,0.03,370,2319,100.0,28.41,17.1814,3,1
25242,120,87,10.0078,0.2512,20.0,489.05,604.31,1505.24,1307.21,10.52,15.49,394.57,2318.88,8798.62,1.26,45.29,371.81,2388.12,8144.82,8.6157,0.03,370,2319,100.0,28.53,17.17,3,1
25243,120,88,10.0014,0.25,20.0,489.05,604.9,1496.27,1314.19,10.52,15.49,394.95,2318.83,8788.96,1.26,45.31,371.67,2388.1,8141.76,8.6495,0.03,369,2319,100.0,28.62,17.2546,3,1
25252,120,97,10.0047,0.25,20.0,489.05,604.55,1501.89,1311.36,10.52,15.49,394.77,2318.92,8797.32,1.26,45.35,371.74,2388.06,8139.83,8.6732,0.03,370,2319,100.0,28.6,17.0707,3,1
25258,120,103,10.0049,0.252,20.0,489.05,605.08,1499.0,1307.64,10.52,15.49,394.19,2318.93,8788.99,1.26,45.33,371.89,2388.11,8143.26,8.6628,0.03,369,2319,100.0,28.58,17.2055,3,1
25268,120,113,10.0074,0.2511,20.0,489.05,605.6,1502.85,1309.69,10.52,15.49,393.78,2318.9,8787.57,1.26,45.58,371.34,2388.13,8146.94,8.6592,0.03,370,2319,100.0,28.54,17.1372,3,1
25271,120,116,9.9996,0.25,20.0,489.05,605.11,1496.07,1312.33,10.52,15.49,394.54,2318.96,8790.91,1.26,45.5,371.9,2388.17,8142.11,8.6849,0.03,370,2319,100.0,28.59,17.1392,3,1
25305,120,150,10.0011,0.25,20.0,489.05,605.45,1504.04,1315.95,10.52,15.5,393.26,2319.09,8799.36,1.26,45.83,371.22,2388.24,8145.73,8.6912,0.03,372,2319,100.0,28.25,17.0616,4,1
25306,120,151,10.0038,0.2505,20.0,489.05,605.47,1506.31,1319.15,10.52,15.5,393.84,2319.03,8800.07,1.26,45.9,371.4,2388.26,8149.3,8.7218,0.03,371,2319,100.0,28.48,17.0827,4,1
25308,120,153,10.0079,0.2507,20.0,489.05,604.86,1503.35,1320.73,10.52,15.5,394.61,2319.09,8800.65,1.26,45.73,370.59,2388.29,8145.45,8.7022,0.03,372,2319,100.0,28.33,17.0829,4,1
25311,120,156,10.0002,0.25,20.0,489.05,605.6,1514.06,1322.2,10.52,15.5,393.19,2319.09,8798.46,1.26,45.82,370.96,2388.25,8144.25,8.7034,0.03,371,2319,100.0,28.2,17.1026,4,1
25320,120,165,10.006,0.25,20.0,489.05,605.72,1513.36,1329.08,10.52,15.5,392.76,2319.1,8803.52,1.26,46.09,370.23,2388.34,8148.41,8.7328,0.03,372,2319,100.0,28.39,16.8972,4,1
25325,120,170,10.0039,0.2517,20.0,489.05,606.19,1514.01,1335.37,10.52,15.5,393.15,2319.24,8802.92,1.26,46.13,369.94,2388.38,8145.66,8.7422,0.03,373,2319,100.0,28.26,16.9,4,1
25330,121,5,10.008,0.2504,20.0,489.05,604.78,1498.82,1307.66,10.52,15.49,394.87,2318.87,8778.69,1.26,45.36,371.76,2388.07,8129.98,8.6271,0.03,369,2319,100.0,28.51,17.184,3,1
25332,121,7,10.006,0.25,20.0,489.05,604.59,1504.67,1303.08,10.52,15.49,395.0,2318.86,8781.47,1.26,45.23,371.94,2388.1,8127.93,8.6315,0.03,366,2319,100.0,28.54,17.1766,3,1
25339,121,14,10.0012,0.2519,20.0,489.05,604.26,1498.57,1306.51,10.52,15.49,394.64,2318.89,8776.66,1.26,45.53,371.45,2388.1,8132.87,8.6459,0.03,369,2319,100.0,28.53,17.1554,3,1
25356,121,31,10.0038,0.2514,20.0,489.05,604.44,1499.87,1306.91,10.52,15.49,394.98,2318.96,8779.14,1.26,45.27,371.15,2388.01,8134.68,8.6187,0.03,368,2319,100.0,28.74,17.0935,3,1
25361,121,36,9.9984,0.25,20.0,489.05,604.28,1496.13,1306.21,10.52,15.49,394.42,2318.93,8777.64,1.26,45.45,372.0,2388.1,8131.31,8.6163,0.03,368,2319,100.0,28.64,17.1348,3,1
25363,121,38,10.003,0.2515,20.0,489.05,604.86,1496.61,1299.73,10.52,15.49,394.37,2318.87,8775.76,1.26,45.36,372.13,2388.08,8124.7,8.6858,0.03,368,2319,100.0,28.56,17.2179,3,1
25366,121,41,9.9988,0.2509,20.0,489.05,604.6,1497.67,1301.95,10.52,15.49,395.18,2318.91,8769.35,1.26,45.3,371.89,2388.12,8130.27,8.6326,0.03,368,2319,100.0,28.42,17.199,3,1
25368,121,43,9.9985,0.25,20.0,489.05,604.94,1495.8,1306.26,10.52,15.49,394.74,2318.92,8774.53,1.26,45.34,371.93,2388.13,8126.12,8.632,0.03,367,2319,100.0,28.58,17.1076,3,1
25370,121,45,9.9984,0.2508,20.0,489.05,604.49,1495.7,1300.66,10.52,15.49,395.01,2318.93,8775.1,1.26,45.41,371.66,2388.07,8129.01,8.6223,0.03,368,2319,100.0,28.46,17.0959,3,1
25373,121,48,9.999,0.25,20.0,489.05,604.59,1502.91,1317.0,10.52,15.5,394.79,2318.86,8776.46,1.26,45.23,372.6,2388.12,8124.19,8.6775,0.03,369,2319,100.0,28.51,17.1875,3,1
25376,121,51,10.0003,0.2506,20.0,489.05,604.56,1501.91,1309.73,10.52,15.49,395.29,2318.91,8782.32,1.26,45.32,371.46,2388.1,8124.7,8.6581,0.03,369,2319,100.0,28.69,17.1687,3,1
25377,121,52,9.9986,0.25,20.0,489.05,604.35,1501.9,1299.58,10.52,15.49,394.95,2318.89,8778.92,1.26,45.34,371.64,2388.07,8134.78,8.6121,0.03,369,2319,100.0,28.68,17.1004,3,1
25389,121,64,9.9986,0.2513,20.0,489.05,604.91,1500.68,1305.24,10.52,15.49,393.85,2318.9,8777.59,1.26,45.34,371.7,2388.12,8131.14,8.6574,0.03,369,2319,100.0,28.51,17.2187,3,1
25390,121,65,10.0079,0.25,20.0,489.05,604.51,1500.33,1304.74,10.52,15.49,395.06,2318.88,8776.3,1.26,45.17,371.76,2388.13,8130.64,8.6529,0.03,369,2319,100.0,28.6,17.1665,3,1
25392,121,67,10.0005,0.25,20.0,489.05,604.77,1501.75,1304.24,10.52,15.49,394.11,2318.94,8776.16,1.26,45.54,371.92,2388.15,8127.61,8.6286,0.03,369,2319,100.0,28.42,17.1397,3,1
25393,121,68,10.0003,0.2502,20.0,489.05,604.71,1502.98,1298.17,10.52,15.49,394.46,2318.93,8779.87,1.26,45.15,371.98,2388.14,8127.53,8.6672,0.03,369,2319,100.0,28.59,17.2297,3,1
25396,121,71,10.0041,0.2506,20.0,489.05,604.79,1498.82,1304.0,10.52,15.49,394.16,2318.94,8785.19,1.26,45.43,371.53,2388.14,8127.98,8.6354,0.03,369,2319,100.0,28.56,17.2141,3,1
25412,121,87,10.0076,0.25,20.0,489.05,604.54,1491.84,1307.13,10.52,15.49,394.05,2318.97,8779.95,1.26,45.53,371.29,2388.08,8125.76,8.6791,0.03,367,2319,100.0,28.42,17.1843,3,1
25415,121,90,10.0061,0.2508,20.0,489.05,604.92,1506.12,1308.41,10.52,15.49,394.36,2318.96,8782.24,1.26,45.46,371.72,2388.19,8128.25,8.6347,0.03,370,2319,100.0,28.42,17.1175,3,1
25417,121,92,10.0024,0.2512,20.0,489.05,604.61,1497.86,1309.0,10.52,15.49,394.61,2318.92,8776.88,1.26,45.5,371.51,2388.16,8132.28,8.6444,0.03,369,2319,100.0,28.58,17.2474,3,1
25423,121,98,10.0078,0.2501,20.0,489.05,604.95,1490.36,1311.89,10.52,15.49,394.76,2318.94,8777.26,1.26,45.44,371.36,2388.11,8124.59,8.695,0.03,371,2319,100.0,28.69,17.0652,3,1
25427,121,102,10.0005,0.2516,20.0,489.05,604.47,1494.08,1310.37,10.52,15.5,394.07,2318.97,8779.36,1.26,45.6,371.74,2388.17,8129.71,8.6879,0.03,370,2319,100.0,28.55,17.0747,3,1
25431,121,106,10.0015,0.25,20.0,489.05,605.22,1499.24,1311.88,10.52,15.49,394.61,2318.95,8776.21,1.26,45.64,370.79,2388.17,8128.75,8.664,0.03,371,2319,100.0,28.63,17.0898,4,1
25432,121,107,10.0005,0.2506,20.0,489.05,605.1,1497.11,1313.48,10.52,15.49,394.8,2318.95,8785.75,1.26,45.37,371.55,2388.16,8133.66,8.6485,0.03,369,2319,100.0,28.54,17.1239,4,1
25448,121,123,10.0032,0.2501,20.0,489.05,605.0,1504.97,1318.29,10.52,15.5,393.65,2318.99,8783.19,1.26,45.75,371.8,2388.18,8125.07,8.6648,0.03,370,2319,100.0,28.42,16.9352,4,1
25451,121,126,10.0074,0.2509,20.0,489.05,605.4,1505.26,1317.03,10.52,15.5,394.03,2319.01,8783.43,1.26,45.66,371.58,2388.24,8125.86,8.6668,0.03,370,2319,100.0,28.34,17.1819,4,1
25452,121,127,9.9984,0.2504,20.0,489.05,604.6,1506.4,1314.5,10.52,15.49,394.67,2318.99,8783.55,1.26,45.6,371.02,2388.16,8125.03,8.6722,0.03,369,2319,100.0,28.59,16.9997,4,1
25453,121,128,10.0024,0.2505,20.0,489.05,605.67,1504.03,1312.71,10.52,15.49,393.23,2319.05,8790.77,1.26,45.76,370.91,2388.26,8129.92,8.6944,0.03,372,2319,100.0,28.44,17.0788,4,1
25455,121,130,10.0042,0.251,20.0,489.05,604.83,1504.2,1318.19,10.52,15.5,393.86,2319.04,8776.72,1.26,45.62,371.32,2388.35,8129.76,8.7111,0.03,371,2319,100.0,28.48,17.0289,4,1
25458,121,133,9.9991,0.2517,20.0,489.05,605.42,1506.67,1318.13,10.52,15.5,393.15,2319.08,8788.07,1.26,45.81,370.87,2388.26,8125.52,8.6873,0.03,370,2319,100.0,28.33,17.0294,4,1
25465,121,140,10.0023,0.2515,20.0,489.05,605.35,1509.23,1322.96,10.52,15.5,393.48,2319.11,8780.9,1.26,45.94,370.66,2388.36,8124.67,8.7549,0.03,372,2319,100.0,28.14,17.0776,4,1
25468,121,143,9.9988,0.2505,20.0,489.05,605.95,1513.92,1322.16,10.52,15.5,393.07,2319.12,8778.69,1.26,45.98,370.87,2388.3,8122.24,8.7123,0.03,370,2319,100.0,28.34,16.9652,4,1
25484,122,6,10.0047,0.25,20.0,489.05,604.62,1501.07,1299.63,10.52,15.49,395.82,2318.8,8773.6,1.26,45.3,371.72,2388.04,8125.61,8.6392,0.03,368,2319,100.0,28.57,17.1937,1,1
25495,122,17,9.999,0.25,20.0,489.05,603.66,1496.84,1300.89,10.52,15.49,394.61,2318.84,8766.86,1.26,45.16,372.22,2388.06,8123.21,8.6363,0.03,368,2319,100.0,28.78,17.1415,1,1
25507,122,29,10.007,0.2506,20.0,489.05,604.32,1498.4,1303.28,10.52,15.49,394.97,2318.84,8769.0,1.26,45.13,371.97,2388.02,8122.08,8.6298,0.03,367,2319,100.0,28.57,17.1963,1,1
25522,122,44,9.9985,0.2511,20.0,489.05,604.23,1496.75,1306.12,10.52,15.49,395.39,2318.87,8779.53,1.26,45.21,371.89,2388.07,8133.94,8.5991,0.03,367,2319,100.0,28.63,17.2876,2,1
25528,122,50,10.0059,0.2502,20.0,489.05,604.53,1501.6,1297.65,10.52,15.49,395.96,2318.81,8767.8,1.26,45.26,371.99,2388.11,8126.21,8.6674,0.03,370,2319,100.0,28.5,17.2391,2,1
25530,122,52,9.9998,0.25,20.0,489.05,604.66,1499.53,1305.31,10.52,15.49,394.24,2318.82,8774.31,1.26,45.2,371.2,2388.09,8124.74,8.6311,0.03,368,2319,100.0,28.62,17.2678,2,1
25545,122,67,10.0078,0.25,20.0,489.05,604.1,1499.07,1301.99,10.52,15.49,395.23,2318.89,8769.93,1.26,45.32,371.73,2388.05,8124.09,8.6116,0.03,367,2319,100.0,28.68,17.1617,2,1
25563,122,85,9.9984,0.2511,20.0,489.05,604.6,1497.17,1298.53,10.52,15.49,394.97,2318.89,8778.87,1.26,45.38,371.99,2388.09,8125.17,8.6301,0.03,367,2319,100.0,28.71,17.1727,2,1
25567,122,89,9.9994,0.2514,20.0,489.05,604.61,1499.56,1294.59,10.52,15.49,395.23,2318.81,8771.42,1.26,45.14,372.19,2388.09,8134.37,8.6393,0.03,368,2319,100.0,28.64,17.1747,3,1
25572,122,94,10.0036,0.2501,20.0,489.05,604.69,1495.9,1302.34,10.52,15.49,395.0,2318.83,8771.85,1.26,45.43,371.91,2388.1,8128.48,8.5917,0.03,370,2319,100.0,28.69,17.1723,3,1
25584,122,106,10.0073,0.2517,20.0,489.05,604.35,1496.85,1308.88,10.52,15.49,394.57,2318.87,8780.01,1.26,45.25,372.22,2388.09,8130.21,8.646,0.03,368,2319,100.0,28.56,17.2392,3,1
25605,122,127,10.0033,0.25,20.0,489.05,604.34,1498.19,1303.61,10.52,15.49,394.62,2318.86,8779.22,1.26,45.32,371.78,2388.04,8129.81,8.6425,0.03,368,2319,100.0,28.86,17.1775,3,1
25616,122,138,10.0076,0.2518,20.0,489.05,604.46,1500.61,1308.63,10.52,15.49,395.18,2318.9,8787.3,1.26,45.45,371.8,2388.13,8132.16,8.6222,0.03,370,2319,100.0,28.8,17.2285,3,1
25621,122,143,10.0039,0.2506,20.0,489.05,604.45,1497.52,1309.57,10.52,15.49,394.66,2318.87,8780.51,1.26,45.24,371.75,2388.1,8137.21,8.645,0.03,369,2319,100.0,28.54,17.0177,3,1
25632,122,154,10.0009,0.25,20.0,489.05,604.61,1494.44,1310.9,10.52,15.49,394.88,2318.81,8780.21,1.26,45.43,372.22,2388.16,8132.01,8.6628,0.03,370,2319,100.0,28.43,17.1173,3,1
25636,122,158,10.0024,0.25,20.0,489.05,604.7,1505.04,1310.12,10.52,15.49,393.59,2318.93,8781.7,1.26,45.43,371.61,2388.08,8135.07,8.6609,0.03,370,2319,100.0,28.48,17.1844,3,1
25639,122,161,10.0004,0.25,20.0,489.05,605.19,1501.2,1310.74,10.52,15.49,393.72,2318.91,8784.8,1.26,45.63,372.07,2388.13,8138.29,8.6465,0.03,370,2319,100.0,28.71,17.112,3,1
25640,122,162,10.0007,0.2513,20.0,489.05,604.69,1499.11,1308.07,10.52,15.49,394.51,2318.94,8783.13,1.26,45.62,371.09,2388.1,8140.88,8.6614,0.03,369,2319,100.0,28.47,17.1237,3,1
25644,122,166,9.9992,0.25,20.0,489.05,604.64,1496.99,1308.57,10.52,15.49,394.46,2318.92,8785.48,1.26,45.23,371.41,2388.14,8136.08,8.6675,0.03,370,2319,100.0,28.44,17.2162,3,1
25648,122,170,10.0045,0.25,20.0,489.05,605.06,1503.43,1306.71,10.52,15.49,394.41,2318.9,8784.41,1.26,45.65,371.4,2388.14,8133.8,8.6681,0.03,371,2319,100.0,28.63,17.1565,3,1
25655,122,177,10.0061,0.2508,20.0,489.05,605.52,1504.41,1316.93,10.52,15.49,394.26,2319.01,8786.1,1.26,45.59,371.54,2388.17,8128.81,8.6562,0.03,371,2319,100.0,28.63,17.0239,3,1
25659,122,181,9.9988,0.2512,20.0,489.05,604.56,1507.98,1312.39,10.52,15.5,393.79,2318.95,8787.54,1.26,45.6,371.55,2388.16,8138.64,8.6944,0.03,370,2319,100.0,28.52,17.0863,3,1
25667,122,189,10.0002,0.25,20.0,489.05,605.13,1510.06,1310.92,10.52,15.5,393.62,2318.97,8794.91,1.26,45.72,371.19,2388.19,8138.16,8.6624,0.03,370,2319,100.0,28.52,17.1264,4,1
