,Sensor_1,Sensor_2,Sensor_3,Sensor_6,Sensor_8,Sensor_10,Sensor_11,Sensor_12,Sensor_13,Sensor_14,Sensor_19,Sensor_20,Health_state
21835,605.13,1495.19,1305.77,393.77,8772.41,45.49,371.27,2388.21,8127.1,8.6661,28.56,17.1538,2
21843,604.54,1498.69,1316.32,393.98,8770.25,45.49,371.55,2388.17,8123.43,8.6776,28.38,17.1082,2
21847,605.03,1499.49,1314.94,394.89,8779.04,45.64,370.86,2388.16,8118.35,8.661,28.57,17.0881,2
21851,604.59,1503.45,1318.31,394.39,8773.73,45.45,371.0,2388.19,8119.61,8.6548,28.44,17.2058,2
21874,604.94,1497.9,1307.7,393.5,8766.68,45.58,371.57,2388.17,8123.08,8.6375,28.56,17.1575,3
21876,604.9,1511.25,1312.05,393.56,8772.4,45.44,371.24,2388.19,8123.72,8.6635,28.38,17.1534,3
21882,604.92,1497.64,1307.91,394.0,8770.47,45.57,371.31,2388.13,8125.05,8.6453,28.45,17.1119,3
21891,604.95,1504.13,1305.18,394.18,8776.85,45.49,371.58,2388.17,8127.9,8.6981,28.53,17.0793,3
21893,604.71,1504.23,1312.49,393.93,8769.6,45.72,371.27,2388.21,8124.42,8.6797,28.54,17.0876,3
21895,604.93,1499.52,1315.09,393.52,8772.38,45.57,371.17,2388.18,8116.8,8.65,28.41,17.0194,3
21899,604.82,1504.72,1309.61,394.43,8766.61,45.58,371.67,2388.22,8126.88,8.6916,28.35,17.0288,3
21906,604.74,1496.9,1310.37,394.67,8774.31,45.59,371.21,2388.2,8118.92,8.7028,28.37,17.0929,3
21910,605.26,1502.48,1308.94,393.93,8776.32,45.32,371.4,2388.21,8126.59,8.6786,28.6,17.1149,3
21917,605.19,1492.8,1314.02,393.85,8782.73,45.57,371.21,2388.15,8128.66,8.6278,28.53,17.0198,3
21921,605.18,1504.5,1314.04,394.33,8778.66,45.7,371.23,2388.19,8127.12,8.6459,28.56,17.1255,3
21922,605.04,1506.86,1317.36,393.98,8790.68,45.49,370.92,2388.2,8132.57,8.7121,28.57,17.0753,3
21929,605.4,1493.06,1316.88,395.08,8777.03,45.57,371.65,2388.2,8126.32,8.6652,28.46,17.099,3
21931,605.47,1502.82,1316.86,394.28,8785.21,45.59,371.29,2388.18,8130.11,8.6565,28.37,17.0864,3
21935,604.72,1508.29,1322.1,394.34,8777.53,45.54,371.81,2388.22,8131.63,8.6961,28.56,17.1721,3
21947,604.92,1496.99,1310.32,394.22,8790.31,45.64,370.75,2388.17,8139.88,8.6678,28.56,17.0699,3
21952,605.17,1509.39,1309.62,394.22,8793.79,45.5,371.62,2388.22,8145.18,8.6803,28.4,16.9419,3
21958,604.9,1508.23,1320.66,393.74,8797.92,45.51,371.32,2388.21,8145.65,8.6359,28.43,16.9556,4
21965,605.25,1504.27,1318.35,393.6,8806.18,45.7,370.55,2388.26,8148.32,8.7165,28.65,17.0682,4
21974,605.38,1512.18,1323.32,394.19,8809.01,45.83,371.16,2388.26,8150.99,8.7202,28.29,16.8936,4
21975,605.3,1513.69,1319.65,394.39,8806.8,45.81,370.67,2388.24,8148.59,8.6785,28.42,17.0196,4
21986,605.64,1507.63,1322.81,393.48,8825.48,45.81,371.04,2388.29,8164.08,8.7323,28.29,17.0132,4
21988,605.64,1505.01,1322.46,394.09,8822.72,45.83,370.84,2388.34,8164.07,8.6998,28.29,17.0279,4
22000,605.97,1510.6,1332.4,393.3,8847.96,45.85,370.24,2388.37,8190.58,8.7244,28.32,17.0478,4
22001,605.8,1513.36,1334.85,392.98,8854.94,45.98,370.62,2388.38,8190.15,8.7594,28.38,16.985,4
22004,606.17,1513.32,1332.78,392.6,8860.46,46.17,370.89,2388.4,8194.53,8.75,28.41,17.0064,4
22009,604.26,1499.13,1301.91,395.05,8776.18,45.24,371.98,2388.0,8138.64,8.6349,28.86,17.1277,3
22015,604.31,1500.08,1295.06,395.14,8790.12,45.01,371.99,2388.02,8137.23,8.6539,28.82,17.2462,3
22041,604.48,1496.57,1296.42,395.12,8787.31,45.21,372.66,2388.03,8139.52,8.5997,28.86,17.2219,3
22043,604.07,1497.9,1303.27,395.65,8784.76,45.33,371.65,2388.03,8137.96,8.6084,28.73,17.223,3
22047,604.69,1501.53,1298.53,395.39,8780.04,45.18,371.93,2388.05,8134.74,8.6094,28.91,17.2063,3
22058,604.54,1496.32,1300.22,394.5,8782.02,45.41,371.97,2388.05,8135.51,8.5908,28.6,17.1464,3
22071,604.3,1495.6,1303.38,394.67,8783.5,45.12,372.01,2388.03,8130.77,8.6126,28.59,17.2568,3
22079,604.41,1496.32,1306.42,394.47,8790.22,45.33,372.13,2388.07,8132.8,8.6536,28.68,17.2327,3
22082,605.1,1504.51,1304.39,394.68,8782.83,45.24,371.66,2388.06,8135.35,8.6599,28.53,17.1558,3
22085,604.34,1497.89,1296.85,395.35,8788.91,45.13,371.91,2388.05,8138.26,8.6099,28.66,17.2144,3
22094,604.67,1491.92,1306.66,394.0,8781.15,45.38,372.03,2388.12,8134.39,8.6236,28.66,17.1434,3
22096,604.7,1494.6,1313.2,394.58,8793.85,45.43,371.84,2388.14,8135.57,8.6681,28.65,17.0299,3
22097,604.59,1504.11,1304.56,394.48,8776.9,45.52,371.22,2388.09,8137.71,8.6403,28.55,17.0997,3
22104,604.7,1502.03,1307.92,394.9,8782.36,45.37,371.69,2388.15,8133.65,8.665,28.63,17.095,3
22112,605.55,1499.68,1307.54,394.47,8780.4,45.51,371.28,2388.13,8128.57,8.6763,28.54,17.1878,4
22133,605.53,1499.83,1315.26,393.3,8784.43,45.68,371.58,2388.32,8131.7,8.7061,28.63,17.0525,4
22146,605.33,1505.7,1329.51,393.95,8784.5,45.92,370.72,2388.27,8130.77,8.7206,28.28,16.9668,4
22155,605.44,1510.51,1336.52,392.73,8778.9,45.87,370.08,2388.43,8122.38,8.7539,28.15,16.945,4
22172,604.92,1500.82,1309.23,394.46,8761.05,45.42,371.54,2388.2,8116.13,8.6683,28.4,17.1632,2
22182,604.73,1499.41,1315.12,394.51,8762.9,45.52,371.6,2388.19,8110.05,8.6602,28.55,17.1037,2
22190,604.67,1501.9,1311.45,394.55,8760.14,45.61,371.6,2388.17,8113.91,8.6779,28.58,17.0923,2
22206,605.09,1503.0,1315.17,394.27,8763.65,45.59,371.75,2388.22,8112.78,8.6542,28.56,17.1692,3
22219,605.12,1504.49,1312.02,394.35,8766.49,45.56,371.37,2388.17,8111.53,8.6382,28.68,17.0681,3
22226,605.27,1502.62,1311.74,394.15,8770.53,45.66,371.3,2388.2,8111.73,8.68,28.48,17.067,3
22230,604.51,1504.02,1308.66,394.34,8761.46,45.71,371.87,2388.22,8120.93,8.6531,28.5,17.137999999999998,3
22235,604.9,1508.6,1314.96,394.38,8771.21,45.54,371.53,2388.18,8118.85,8.6732,28.45,17.0601,3
22246,604.69,1501.76,1314.77,393.85,8758.53,45.64,371.0,2388.18,8114.34,8.697000000000001,28.51,17.1017,3
22249,605.05,1500.09,1312.6,393.99,8760.77,45.7,370.65,2388.18,8114.82,8.6546,28.37,17.1045,3
22252,605.03,1499.97,1311.53,393.89,8762.93,45.65,371.12,2388.26,8112.85,8.6606,28.37,16.9841,3
22253,605.33,1505.07,1312.61,394.09,8772.66,45.6,371.56,2388.25,8116.95,8.6543,28.46,17.0974,3
22260,604.78,1502.23,1314.07,393.0,8768.17,45.83,370.8,2388.23,8109.63,8.6775,28.56,17.0682,3
22264,605.04,1505.89,1316.19,394.06,8765.37,45.84,371.35,2388.24,8113.1,8.6976,28.44,17.0186,3
22267,604.96,1500.46,1320.52,393.69,8765.54,45.62,371.11,2388.17,8117.3,8.6746,28.44,17.1362,3
22269,605.12,1497.46,1316.02,393.87,8762.95,45.8,371.26,2388.27,8115.58,8.6554,28.48,17.0073,3
22273,604.96,1505.86,1314.84,394.23,8759.89,45.6,371.15,2388.28,8109.18,8.6931,28.34,17.0474,3
22278,605.57,1502.1,1316.47,393.42,8765.88,45.85,370.79,2388.32,8110.2,8.7154,28.52,17.1069,3
22283,604.91,1510.06,1317.12,393.29,8764.23,45.76,370.27,2388.21,8108.52,8.6867,28.31,17.0742,3
22298,605.08,1505.59,1316.33,393.79,8764.1,45.77,370.27,2388.32,8111.54,8.6784,28.4,17.0562,4
22300,605.38,1507.07,1322.89,393.87,8766.26,45.78,370.98,2388.25,8115.93,8.7123,28.47,16.862000000000002,4
22303,605.28,1509.55,1325.17,392.95,8767.2,45.85,370.62,2388.29,8112.41,8.7018,28.37,17.0804,4
22304,605.14,1510.39,1315.9,395.0,8764.17,45.87,370.93,2388.26,8111.94,8.7123,28.35,17.0151,4
22316,605.77,1504.57,1324.01,392.98,8766.07,46.01,370.61,2388.31,8108.65,8.7175,28.36,17.0782,4
22317,605.98,1509.1,1325.41,392.8,8770.15,45.87,370.56,2388.3,8111.13,8.7184,28.33,16.9559,4
22320,605.39,1501.59,1320.65,394.26,8763.79,45.91,370.64,2388.37,8111.03,8.7326,28.46,17.0374,4
22321,605.88,1505.25,1327.79,392.93,8774.02,45.83,370.39,2388.36,8111.72,8.7368,28.51,17.0123,4
22326,605.91,1508.02,1325.78,393.41,8759.46,45.81,370.78,2388.32,8106.03,8.7043,28.46,16.989,4
22329,605.41,1509.4,1323.55,393.45,8763.02,45.81,370.72,2388.33,8111.46,8.7269,28.3,17.0727,4
22340,605.91,1511.67,1329.21,393.35,8761.46,45.95,370.46,2388.4,8109.98,8.7336,28.22,16.8895,4
22341,606.12,1522.02,1335.85,393.11,8769.51,46.04,370.25,2388.45,8113.26,8.7473,28.3,16.9487,4
22352,605.17,1504.67,1319.61,394.17,8778.3,45.61,370.9,2388.18,8124.18,8.6491,28.71,17.0523,2
22369,604.74,1499.27,1312.66,395.02,8781.35,45.57,371.63,2388.15,8124.76,8.6609,28.41,16.9238,2
22372,605.31,1500.84,1311.03,394.12,8782.73,45.59,370.92,2388.12,8130.09,8.6896,28.49,17.1236,2
22377,605.22,1498.91,1309.85,395.14,8779.62,45.54,371.58,2388.17,8128.4,8.6837,28.55,17.1091,2
22408,604.62,1510.94,1314.17,395.03,8783.9,45.52,371.92,2388.19,8123.82,8.6682,28.76,17.0052,3
22409,605.24,1506.9,1305.43,394.34,8778.38,45.45,371.39,2388.16,8123.28,8.6577,28.58,17.0811,3
22417,604.63,1501.74,1314.32,394.35,8777.81,45.59,370.97,2388.17,8122.98,8.6908,28.49,17.1241,3
22420,605.32,1506.75,1307.59,394.11,8785.22,45.52,371.26,2388.21,8126.7,8.6444,28.42,17.0627,3
22422,604.72,1504.21,1309.39,394.34,8780.04,45.55,371.52,2388.2,8133.09,8.686,28.49,17.1325,3
22431,604.91,1498.44,1321.97,394.09,8774.72,45.7,371.51,2388.21,8126.32,8.6781,28.6,17.1904,3
22442,604.73,1501.51,1318.03,395.04,8769.59,45.61,371.18,2388.21,8131.84,8.6591,28.43,17.1211,3
22448,604.8,1510.75,1310.87,393.79,8773.09,45.69,371.64,2388.19,8127.31,8.6777,28.37,17.2125,3
22450,605.0,1505.17,1304.33,393.52,8777.64,45.52,371.22,2388.23,8134.26,8.6828,28.41,17.1799,3
22459,605.25,1500.19,1313.6,393.81,8782.49,45.64,371.16,2388.19,8127.27,8.6963,28.26,17.0375,3
22463,604.78,1496.57,1305.52,393.35,8771.02,45.4,371.13,2388.2,8131.97,8.702,28.6,17.0957,3
22478,605.17,1511.8,1310.35,394.52,8786.4,45.64,371.04,2388.26,8129.89,8.6696,28.37,17.0678,3
22482,604.91,1505.95,1315.64,393.39,8782.38,45.86,371.29,2388.29,8129.11,8.7229,28.43,17.1297,3
22510,605.36,1507.7,1318.61,393.72,8779.86,45.66,370.65,2388.29,8124.11,8.6976,28.41,17.0297,4
22511,605.81,1514.48,1318.52,394.02,8779.96,45.73,370.58,2388.26,8125.76,8.6862,28.34,17.1407,4
22514,605.11,1499.57,1323.22,393.71,8775.81,45.81,371.09,2388.28,8127.87,8.7189,28.37,17.0709,4
22518,605.97,1509.55,1322.8,394.01,8783.45,45.84,370.52,2388.26,8128.98,8.7067,28.28,16.9474,4
22522,605.35,1501.41,1327.93,393.39,8781.38,45.82,370.22,2388.3,8128.05,8.7152,28.46,17.0359,4
22523,605.85,1512.83,1320.25,392.87,8780.97,45.81,370.79,2388.31,8132.22,8.6964,28.22,16.9917,4
22529,605.67,1512.43,1328.64,393.1,8782.25,45.78,370.93,2388.33,8126.51,8.6993,28.32,17.0336,4
22534,605.68,1505.19,1322.35,393.79,8786.17,46.03,370.48,2388.36,8130.74,8.6852,28.3,17.016,4
22536,606.08,1511.6,1330.84,392.66,8785.73,45.92,370.47,2388.4,8127.21,8.722999999999999,28.2,16.8815,4
22541,606.01,1510.63,1319.68,393.38,8785.75,46.03,370.01,2388.41,8123.83,8.7615,28.24,16.8688,4
22551,604.58,1496.85,1301.62,394.51,8768.31,45.45,372.2,2388.11,8114.88,8.6357,28.77,17.1584,1
22553,604.2,1495.49,1308.04,394.32,8770.77,45.55,371.86,2388.08,8119.7,8.6378,28.61,17.1468,1
22555,604.76,1505.29,1308.39,394.81,8761.12,45.33,371.29,2388.08,8120.14,8.6287,28.57,17.2237,1
22561,604.56,1496.95,1305.81,394.94,8766.25,45.4,371.34,2388.19,8122.96,8.6456,28.7,17.1495,1
22583,604.34,1502.21,1312.27,394.77,8762.24,45.34,371.46,2388.1,8115.64,8.6466,28.64,17.2142,2
22597,605.21,1493.22,1310.95,395.08,8769.29,45.39,371.45,2388.16,8120.49,8.6216,28.59,17.2187,2
22600,603.86,1501.8,1310.48,394.93,8762.36,45.44,371.97,2388.09,8118.21,8.6397,28.72,17.1553,2
22621,604.71,1505.47,1302.12,395.45,8766.82,45.37,371.65,2388.14,8122.0,8.6377,28.61,17.2191,2
22626,604.63,1501.34,1312.04,394.55,8770.07,45.48,371.32,2388.15,8117.9,8.6436,28.57,17.1773,3
22637,604.8,1500.54,1304.03,394.38,8774.1,45.42,371.84,2388.18,8122.84,8.6628,28.6,17.1843,3
22639,604.88,1499.15,1311.95,394.2,8768.4,45.49,371.69,2388.16,8117.93,8.6599,28.47,17.1319,3
22645,605.19,1490.38,1307.22,394.11,8768.46,45.59,371.1,2388.15,8124.19,8.6433,28.43,17.1727,3
22652,605.34,1500.85,1317.68,393.98,8769.86,45.31,371.71,2388.22,8120.52,8.6949,28.51,17.1094,3
22656,604.9,1500.48,1310.21,394.32,8770.5,45.49,371.07,2388.17,8126.95,8.6957,28.5,17.0721,3
22657,605.02,1506.47,1307.11,394.92,8765.64,45.41,372.05,2388.2,8115.58,8.6521,28.72,17.0286,3
22666,605.22,1497.53,1308.38,394.28,8766.12,45.42,371.78,2388.19,8114.29,8.6558,28.41,17.0438,3
22668,604.52,1506.68,1308.71,394.48,8768.15,45.52,371.73,2388.13,8121.25,8.6512,28.5,17.1855,3
22703,604.96,1503.1,1321.12,393.94,8775.06,45.51,370.95,2388.21,8123.45,8.6863,28.51,17.0944,3
22707,604.58,1503.07,1312.92,394.24,8769.3,45.58,370.96,2388.25,8117.42,8.6761,28.52,17.0688,3
22722,604.76,1507.19,1318.78,393.36,8773.6,45.64,371.0,2388.23,8119.11,8.7145,28.17,16.9065,3
22727,604.94,1502.48,1322.44,393.4,8768.45,45.69,370.89,2388.28,8119.2,8.6966,28.54,17.1961,4
22734,605.81,1503.78,1320.99,394.23,8773.72,45.67,371.31,2388.23,8124.26,8.7153,28.52,17.0971,4
22738,605.03,1511.35,1321.5,393.64,8775.47,45.8,370.71,2388.31,8123.12,8.6944,28.3,17.0221,4
22742,605.24,1515.83,1319.04,393.9,8782.47,45.97,370.43,2388.25,8120.09,8.7281,28.41,17.002,4
22746,605.91,1508.23,1324.81,393.4,8779.77,45.87,370.92,2388.35,8127.99,8.7425,28.48,17.0285,4
22751,605.11,1503.29,1322.67,393.37,8775.12,45.94,369.96,2388.33,8121.12,8.6922,28.27,17.0784,4
22754,605.89,1513.09,1329.46,392.85,8774.32,45.96,370.31,2388.31,8122.35,8.7159,28.38,17.0371,4
22760,605.83,1515.62,1324.38,393.0,8780.89,46.08,370.67,2388.37,8127.69,8.7226,28.28,16.9283,4
22767,605.44,1513.79,1318.05,393.08,8776.92,46.03,370.44,2388.33,8120.36,8.7559,28.58,16.9892,4
22771,605.93,1514.1,1335.55,392.8,8781.32,46.0,370.52,2388.38,8122.23,8.7322,28.26,17.0156,4
22779,604.29,1492.65,1303.5,395.36,8785.35,45.15,371.61,2387.98,8139.16,8.6643,28.7,17.1642,2
22786,603.96,1499.96,1300.98,395.42,8789.68,45.1,372.28,2387.99,8142.82,8.6379,28.77,17.1889,3
22787,604.39,1497.8,1304.55,394.65,8778.95,45.14,372.4,2388.03,8140.75,8.6121,28.77,17.32,3
22802,603.69,1497.55,1302.66,394.98,8777.61,45.24,372.18,2388.02,8137.51,8.6025,28.62,17.1844,3
22803,604.36,1492.5,1300.43,394.67,8785.46,45.15,371.88,2388.0,8140.88,8.6371,28.73,17.0648,3
22815,604.15,1501.64,1303.51,395.54,8783.62,45.17,372.09,2388.06,8138.88,8.6183,28.42,17.2214,3
22820,604.98,1497.32,1304.15,395.53,8784.46,45.23,372.27,2388.03,8138.14,8.5985,28.61,17.02,3
22825,603.84,1496.12,1300.3,394.9,8791.81,45.1,372.18,2388.07,8137.43,8.6237,28.45,17.1731,3
22826,604.24,1496.35,1305.4,395.06,8780.54,45.3,371.8,2388.03,8141.22,8.627,28.73,17.1999,3
22829,603.92,1498.22,1300.84,395.06,8790.2,45.32,372.19,2388.02,8139.18,8.6252,28.66,17.1667,3
22831,604.97,1508.25,1300.98,394.06,8785.73,45.24,372.07,2388.0,8139.61,8.658,28.68,17.2253,3
22835,604.98,1501.24,1304.94,393.94,8786.31,45.09,372.09,2388.04,8141.43,8.6211,28.63,17.1482,3
22838,604.63,1494.64,1306.14,395.09,8784.68,45.26,371.62,2388.05,8136.65,8.6284,28.65,17.1199,3
22849,604.05,1499.06,1305.55,394.49,8788.85,45.22,372.0,2388.05,8138.43,8.6472,28.54,17.2031,3
22854,604.22,1495.35,1307.39,394.85,8789.32,45.38,372.49,2388.09,8143.65,8.6707,28.5,17.1583,3
22858,604.37,1503.99,1310.31,394.9,8789.17,45.47,371.51,2388.08,8136.83,8.6298,28.45,17.0903,3
22878,605.35,1503.03,1304.67,395.09,8788.8,45.36,371.96,2388.13,8142.88,8.6545,28.56,17.1723,3
22879,604.8,1500.13,1313.49,395.26,8796.28,45.31,371.53,2388.12,8141.93,8.6715,28.53,17.2375,3
22893,605.17,1502.32,1299.79,393.91,8786.12,45.43,371.78,2388.15,8136.81,8.685,28.56,17.0317,4
22899,605.16,1497.37,1316.55,394.48,8790.9,45.6,371.23,2388.18,8142.48,8.7176,28.52,17.0867,4
22904,604.91,1505.26,1313.47,393.72,8796.86,45.44,371.09,2388.26,8142.93,8.6703,28.44,16.9871,4
22910,605.39,1507.89,1320.35,393.31,8793.55,45.6,371.2,2388.18,8141.71,8.706,28.23,16.9637,4
22934,605.94,1510.71,1331.48,392.98,8795.91,46.07,370.07,2388.42,8138.72,8.7465,28.43,16.9234,4
22935,604.52,1492.7,1296.0,394.87,8786.04,45.33,372.22,2388.03,8139.02,8.6493,28.71,17.1692,1
22937,604.12,1496.52,1299.2,395.31,8784.56,45.24,371.79,2388.04,8135.6,8.6312,28.67,17.1966,1
22942,604.05,1497.86,1301.16,395.88,8782.11,45.02,372.07,2388.03,8140.54,8.6106,28.65,17.1255,1
22944,603.96,1502.65,1303.13,394.28,8787.42,45.11,372.17,2387.98,8138.04,8.5878,28.67,17.1617,1
22945,604.69,1501.76,1306.95,395.06,8786.1,45.16,371.69,2388.05,8138.97,8.6079,28.87,17.2122,1
22946,604.43,1488.81,1297.43,395.41,8782.01,45.09,372.23,2387.99,8137.67,8.6432,28.73,17.1558,1
22949,604.32,1497.72,1304.27,394.65,8776.84,45.1,372.59,2387.97,8133.19,8.6216,28.72,17.3087,1
22950,604.02,1494.27,1299.28,395.03,8788.8,45.14,371.75,2388.02,8137.42,8.5933,28.57,17.0964,1
22952,604.24,1499.99,1299.48,395.24,8786.14,45.17,372.41,2388.03,8135.73,8.5986,28.64,17.3181,1
22953,604.32,1495.93,1302.76,395.98,8794.79,45.07,372.07,2388.03,8140.09,8.589,28.52,17.2575,1
22957,604.66,1494.95,1298.05,394.17,8783.43,45.19,372.43,2387.99,8139.26,8.6071,28.68,17.1624,1
22963,604.53,1500.24,1299.42,395.17,8780.43,45.17,371.92,2388.0,8137.03,8.6252,28.81,17.2041,1
22965,604.06,1491.21,1299.42,394.11,8782.44,45.15,372.07,2388.08,8138.68,8.6288,28.75,17.1999,1
22966,604.28,1494.39,1301.09,395.2,8780.4,45.22,371.91,2387.99,8139.33,8.6196,28.61,17.1817,1
22980,604.68,1498.28,1303.27,395.04,8782.26,45.31,372.42,2388.08,8138.24,8.6077,28.81,17.2184,1
22995,604.5,1501.21,1295.3,394.63,8786.08,45.28,371.65,2388.0,8141.94,8.6506,28.58,17.2897,1
23007,604.63,1497.4,1304.01,394.54,8786.87,45.28,371.78,2388.07,8138.82,8.6005,28.64,17.1591,1
23013,604.44,1495.18,1302.6,394.93,8779.95,45.11,372.3,2388.06,8134.07,8.6275,28.65,17.2164,2
23015,604.17,1501.71,1296.88,395.11,8788.13,45.09,372.08,2388.07,8140.66,8.6538,28.66,17.1726,2
23033,604.65,1501.45,1301.68,395.45,8778.16,45.1,372.3,2388.09,8132.82,8.6119,28.58,17.1476,2
23040,604.76,1494.78,1306.99,395.68,8783.77,45.18,371.77,2388.02,8138.06,8.6284,28.78,17.28,2
23043,603.93,1496.15,1305.9,394.62,8790.97,45.27,372.37,2387.98,8144.82,8.6345,28.58,17.1512,2
23044,604.46,1497.0,1309.24,394.62,8782.97,45.28,371.69,2388.04,8140.72,8.6337,28.68,17.1935,2
23049,604.46,1494.63,1297.21,395.11,8778.33,45.13,372.17,2388.04,8131.54,8.6147,28.79,17.175,2
23054,604.72,1497.56,1300.07,394.34,8788.36,45.37,372.3,2388.07,8139.08,8.6337,28.71,17.1426,2
23055,604.37,1495.72,1304.59,395.38,8785.05,45.3,372.44,2388.02,8137.89,8.6167,28.54,17.2109,2
23060,604.24,1500.53,1301.39,395.09,8787.65,45.26,371.88,2388.05,8142.53,8.6377,28.59,17.1891,2
23066,604.71,1499.7,1306.49,394.91,8787.04,45.24,372.47,2388.08,8138.85,8.6299,28.72,17.1671,3
23071,604.37,1497.15,1300.27,394.05,8781.67,45.47,371.69,2388.08,8143.5,8.6771,28.77,17.1532,3
23078,605.13,1498.16,1301.84,394.41,8785.55,45.2,372.08,2388.12,8144.55,8.6412,28.62,17.2936,3
23081,604.86,1500.55,1311.82,393.92,8796.59,45.28,371.78,2388.09,8138.52,8.609,28.65,17.1905,3
23087,604.64,1500.96,1301.83,394.74,8791.91,45.22,371.45,2388.08,8140.87,8.6204,28.54,17.1913,3
23095,604.59,1503.82,1301.33,395.15,8787.63,45.33,372.23,2388.09,8144.61,8.6313,28.6,17.1623,3
23108,604.68,1501.84,1310.06,395.22,8786.32,45.42,372.08,2388.12,8142.58,8.6815,28.48,17.2254,3
23117,604.93,1505.73,1305.55,394.77,8801.24,45.4,371.73,2388.1,8146.37,8.6693,28.69,17.1301,3
23134,605.1,1503.49,1314.19,394.14,8797.3,45.46,371.88,2388.15,8145.48,8.6849,28.48,17.1968,3
23149,605.35,1501.19,1308.26,394.55,8796.23,45.34,372.0,2388.2,8150.05,8.6633,28.31,17.1646,3
23153,604.97,1506.07,1320.31,394.16,8803.3,45.5,371.32,2388.24,8146.41,8.6922,28.53,17.0739,3
23167,605.18,1500.5,1320.58,393.51,8811.73,45.61,370.95,2388.24,8151.83,8.6841,28.49,17.1144,4
23172,605.38,1508.62,1313.05,393.78,8802.31,45.71,371.27,2388.17,8156.15,8.7004,28.47,17.0662,4
23181,605.35,1508.76,1319.52,393.46,8807.49,45.77,370.76,2388.29,8152.88,8.7036,28.51,17.0988,4
23194,605.87,1512.52,1322.69,393.43,8821.43,45.97,370.85,2388.26,8165.7,8.735,28.16,16.9879,4
23200,605.64,1517.6,1320.16,393.88,8820.5,45.93,370.66,2388.35,8162.31,8.6859,28.28,16.9416,4
23202,605.02,1516.98,1326.58,393.1,8816.86,45.74,370.62,2388.35,8163.33,8.7063,28.2,16.9473,4
23208,605.91,1511.5,1320.65,394.05,8827.33,46.05,370.58,2388.34,8165.72,8.7409,28.3,17.0082,4
23230,605.13,1501.88,1302.19,394.63,8767.24,45.34,371.76,2388.17,8119.37,8.6929,28.63,17.1883,1
23236,604.6,1501.68,1309.59,394.43,8765.33,45.38,371.78,2388.17,8117.74,8.6292,28.79,17.1826,1
23240,604.26,1500.45,1309.77,394.52,8766.97,45.38,371.6,2388.12,8120.59,8.6098,28.56,17.0965,2
23245,604.72,1494.94,1309.58,394.14,8777.4,45.31,371.72,2388.11,8119.0,8.6652,28.69,17.1838,2
23252,604.95,1503.85,1310.05,394.54,8770.23,45.4,371.32,2388.15,8120.69,8.6524,28.52,17.0248,2
23266,604.6,1502.85,1302.72,394.69,8769.98,45.59,372.05,2388.17,8119.92,8.6457,28.51,17.1233,2
23271,604.1,1496.62,1304.11,394.82,8771.48,45.38,371.41,2388.15,8122.83,8.6858,28.7,17.2035,2
23272,604.45,1492.94,1313.45,394.79,8767.75,45.46,371.13,2388.16,8122.08,8.6427,28.59,17.1713,2
23277,604.93,1501.22,1312.49,394.5,8766.91,45.41,371.38,2388.15,8119.11,8.6951,28.63,17.1405,2
23281,605.08,1496.34,1306.45,394.78,8768.27,45.67,372.36,2388.15,8117.99,8.6603,28.52,17.1773,2
23283,604.7,1495.7,1306.72,394.44,8767.24,45.38,371.43,2388.14,8129.43,8.6526,28.4,17.2504,2
23292,604.48,1498.82,1310.23,394.66,8766.85,45.54,371.52,2388.19,8121.73,8.6707,28.58,17.1927,3
23294,605.35,1502.81,1311.91,394.39,8769.96,45.61,371.85,2388.13,8123.93,8.6399,28.53,17.0713,3
23299,604.8,1499.76,1298.76,394.45,8772.42,45.47,371.82,2388.13,8125.65,8.6468,28.47,17.1662,3
23306,604.7,1497.15,1308.49,394.48,8774.1,45.49,371.94,2388.15,8117.65,8.6627,28.42,17.0557,3
23310,604.51,1502.15,1317.69,393.98,8772.51,45.37,371.13,2388.13,8124.98,8.6669,28.48,17.1203,3
23311,604.75,1492.89,1303.51,393.88,8771.17,45.38,370.67,2388.14,8120.15,8.6462,28.74,17.0668,3
23312,604.83,1497.75,1311.11,393.65,8772.24,45.6,371.09,2388.17,8119.1,8.6884,28.58,17.0932,3
23317,604.82,1499.31,1307.77,394.62,8775.66,45.48,371.67,2388.18,8125.24,8.6316,28.56,17.2036,3
23326,604.62,1497.34,1309.61,394.52,8767.63,45.57,370.76,2388.18,8124.0,8.66,28.48,17.0105,3
23331,605.49,1519.19,1309.15,394.14,8772.24,45.41,371.31,2388.16,8116.07,8.6512,28.46,17.1208,3
23337,605.16,1502.38,1317.4,394.04,8779.98,45.45,371.97,2388.15,8116.32,8.6501,28.39,17.0844,3
23342,605.14,1501.46,1313.0,394.67,8772.3,45.5,371.33,2388.2,8124.6,8.6703,28.76,17.1963,3
23348,605.4,1510.17,1312.04,394.13,8778.5,45.69,371.19,2388.19,8127.9,8.6951,28.71,17.1921,3
23367,605.07,1498.47,1318.54,394.03,8775.4,45.7,371.23,2388.18,8121.91,8.671,28.32,17.0579,3
23372,605.06,1499.32,1316.51,393.7,8776.16,45.68,370.87,2388.23,8126.94,8.6803,28.47,17.08,3
23374,605.15,1491.92,1322.21,393.64,8771.83,45.64,371.59,2388.24,8125.12,8.7157,28.41,17.0455,3
23378,605.56,1505.56,1320.21,393.88,8775.82,45.65,370.95,2388.21,8124.31,8.6744,28.4,17.1154,3
